Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;Букмекер_1;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Букмекер_2;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Букмекер_3;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2020-2021;37-й тур;Челси;Лестер;2;1;Матч завершен 18 мая 2021;1хСтавка;1.67;4.13;5.26;1.81;2.11;Winline;1.70;3.72;5.34;1.70;2.20;Fonbet;1.75;3.85;5.25;1.70;2.15;Кубок Англии 2020-2021;15.05.21;Лестер;Челси;1;0;Английская Премьер-лига 2020-2021;19.01.21;Лестер;Челси;2;0;Кубок Англии 2019-2020;28.06.20;Лестер;Челси;0;1;Английская Премьер-лига 2019-2020;01.02.20;Лестер;Челси;2;2;Английская Премьер-лига 2019-2020;18.08.19;Челси;Лестер;1;1;12.05.21;Челси;Арсенал;0;1;08.05.21;МанчестерСити;Челси;1;2;01.05.21;Челси;Фулхэм;2;0;24.04.21;ВестХэм;Челси;0;1;20.04.21;Челси;Брайтон;0;0;10.04.21;КристалПэлас;Челси;1;4;03.04.21;Челси;Вест Бромвич;2;5;11.05.21;МанчестерЮнайтед;Лестер;1;2;07.05.21;Лестер;Ньюкасл;2;4;30.04.21;Саутгемптон;Лестер;1;1;26.04.21;Лестер;Кристал Пэлас;2;1;22.04.21;Лестер;Вест Бромвич;3;0;11.04.21;ВестХэм;Лестер;3;2;03.04.21;Лестер;Манчестер Сити;0;2;Челси;4;Лига Чемпионов;36;18;10;8;55;33;83;71;66;64;63;59;59;Лестер;3;Лига Чемпионов;36;20;6;10;65;44;0;83;71;66;64;63;59
2020-2021;37-й тур;Брайтон;Манчестер Сити;3;2;Матч завершен 18 мая 2021;1хСтавка;7.72;4.62;1.46;2.26;1.72;Winline;6.96;4.72;1.45;2.13;1.74;Fonbet;7.70;4.80;1.47;2.12;1.72;Английская Премьер-лига 2020-2021;13.01.21;Манчестер Сити;Брайтон;1;0;Английская Премьер-лига 2019-2020;11.07.20;Брайтон;Манчестер Сити;0;5;Английская Премьер-лига 2019-2020;31.08.19;Манчестер Сити;Брайтон;4;0;Английская Премьер-лига 2018-2019;12.05.19;Брайтон;Манчестер Сити;1;4;Кубок Англии 2018-2019;06.04.19;Манчестер Сити;Брайтон;1;0;15.05.21;Брайтон;Вест Хэм;1;1;09.05.21;Вулверхэмптон;Брайтон;2;1;01.05.21;Брайтон;Лидс;2;0;24.04.21;ШеффилдЮнайтед;Брайтон;1;0;20.04.21;Челси;Брайтон;0;0;12.04.21;Брайтон;Эвертон;0;0;04.04.21;МанчестерЮнайтед;Брайтон;2;1;14.05.21;Ньюкасл;Манчестер Сити;3;4;08.05.21;МанчестерСити;Челси;1;2;01.05.21;КристалПэлас;Манчестер Сити;0;2;21.04.21;АстонВилла;Манчестер Сити;1;2;10.04.21;МанчестерСити;Лидс;1;2;03.04.21;Лестер;Манчестер Сити;0;2;13.03.21;Фулхэм;Манчестер Сити;0;3;Брайтон;17;;36;8;14;14;37;42;43;39;39;38;28;26;20;Манчестер Сити;1;Лига Чемпионов;36;26;5;5;76;29;0;0;0;83;71;66;64
2020-2021;37-й тур;Манчестер Юнайтед;Фулхэм;1;1;Матч завершен 18 мая 2021;1хСтавка;1.30;6.11;10.30;2.53;1.55;Winline;1.31;5.74;9.22;2.45;1.54;Fonbet;1.35;6.00;10.00;2.35;1.60;Английская Премьер-лига 2020-2021;20.01.21;Фулхэм;Манчестер Юнайтед;1;2;Английская Премьер-лига 2018-2019;09.02.19;Фулхэм;Манчестер Юнайтед;0;3;Английская Премьер-лига 2018-2019;08.12.18;Манчестер Юнайтед;Фулхэм;4;1;Английская Премьер-лига 2013-2014;09.02.14;Манчестер Юнайтед;Фулхэм;2;2;Английская Премьер-лига 2013-2014;02.11.13;Фулхэм;Манчестер Юнайтед;1;3;13.05.21;МанчестерЮнайтед;Ливерпуль;2;4;11.05.21;МанчестерЮнайтед;Лестер;1;2;09.05.21;АстонВилла;Манчестер Юнайтед;1;3;25.04.21;Лидс;Манчестер Юнайтед;0;0;18.04.21;МанчестерЮнайтед;Бернли;3;1;11.04.21;Тоттенхэм;Манчестер Юнайтед;1;3;04.04.21;МанчестерЮнайтед;Брайтон;2;1;15.05.21;Саутгемптон;Фулхэм;3;1;10.05.21;Фулхэм;Бернли;0;2;01.05.21;Челси;Фулхэм;2;0;18.04.21;Арсенал;Фулхэм;1;1;09.04.21;Фулхэм;Вулверхэмптон;0;1;04.04.21;АстонВилла;Фулхэм;3;1;19.03.21;Фулхэм;Лидс;1;2;Манчестер Юнайтед;2;Лига Чемпионов;36;20;10;6;70;42;0;0;83;70;66;64;63;Фулхэм;18;Вылет в Чемпионшип;36;5;12;19;26;50;39;39;38;27;26;20;0
2020-2021;37-й тур;Саутгемптон;Лидс;0;2;Матч завершен 18 мая 2021;1хСтавка;2.59;4.11;2.49;2.53;1.55;Winline;2.62;3.68;2.49;2.41;1.54;Fonbet;2.65 ;3.75;2.45;2.60;1.50;Английская Премьер-лига 2020-2021;23.02.21;Лидс;Саутгемптон;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.05.21;Саутгемптон;Фулхэм;3;1;11.05.21;Саутгемптон;Кристал Пэлас;3;1;08.05.21;Ливерпуль;Саутгемптон;2;0;30.04.21;Саутгемптон;Лестер;1;1;21.04.21;Тоттенхэм;Саутгемптон;2;1;12.04.21;ВестБромвич;Саутгемптон;3;0;04.04.21;Саутгемптон;Бернли;3;2;15.05.21;Бернли;Лидс;0;4;08.05.21;Лидс;Тоттенхэм;3;1;01.05.21;Брайтон;Лидс;2;0;25.04.21;Лидс;Манчестер Юнайтед;0;0;19.04.21;Лидс;Ливерпуль;1;1;10.04.21;МанчестерСити;Лидс;1;2;03.04.21;Лидс;Шеффилд Юнайтед;2;1;Саутгемптон;14;;36;12;7;17;47;63;49;45;44;43;39;39;38;Лидс;10;;36;16;5;15;57;53;59;56;55;53;49;45;44
2020-2021;36-й тур;Эвертон;Шеффилд Юнайтед;0;1;Матч завершен 16 мая 2021;1хСтавка;1.36;5.36;9.18;2.00;1.90;Winline;1.35;5.05;8.80;2.03;1.78;Fonbet;1.40;5.00;8.50;2.10;1.80;Английская Премьер-лига 2020-2021;26.12.20;Шеффилд Юнайтед;Эвертон;0;1;Английская Премьер-лига 2019-2020;20.07.20;Шеффилд Юнайтед;Эвертон;0;1;Английская Премьер-лига 2019-2020;21.09.19;Эвертон;Шеффилд Юнайтед;0;2;0;0;0;0;0;0;0;0;0;0;0;0;13.05.21;АстонВилла;Эвертон;0;0;09.05.21;ВестХэм;Эвертон;0;1;01.05.21;Эвертон;Астон Вилла;1;2;23.04.21;Арсенал;Эвертон;0;1;16.04.21;Эвертон;Тоттенхэм;2;2;12.04.21;Брайтон;Эвертон;0;0;05.04.21;Эвертон;Кристал Пэлас;1;1;08.05.21;ШеффилдЮнайтед;Кристал Пэлас;0;2;02.05.21;Тоттенхэм;Шеффилд Юнайтед;4;0;24.04.21;ШеффилдЮнайтед;Брайтон;1;0;17.04.21;Вулверхэмптон;Шеффилд Юнайтед;1;0;11.04.21;ШеффилдЮнайтед;Арсенал;0;3;03.04.21;Лидс;Шеффилд Юнайтед;2;1;14.03.21;Лестер;Шеффилд Юнайтед;5;0;Эвертон;8;;35;16;8;11;46;42;63;59;59;56;55;53;49;Шеффилд Юнайтед;20;Вылет в Чемпионшип;35;5;2;28;18;62;38;27;26;17;0;0;0
2020-2021;36-й тур;Вест Бромвич;Ливерпуль;1;2;Матч завершен 16 мая 2021;1хСтавка;12.30;7.69;1.22;3.00;1.41;Winline;12.00;7.24;1.21;2.99;1.39;Fonbet;12.00;7.00;1.22;—;—;Английская Премьер-лига 2020-2021;27.12.20;Ливерпуль;Вест Бромвич;1;1;Английская Премьер-лига 2017-2018;21.04.18;Вест Бромвич;Ливерпуль;2;2;Английская Премьер-лига 2017-2018;13.12.17;Ливерпуль;Вест Бромвич;0;0;Английская Премьер-лига 2016-2017;16.04.17;Вест Бромвич;Ливерпуль;0;1;Английская Премьер-лига 2016-2017;22.10.16;Ливерпуль;Вест Бромвич;2;1;09.05.21;Арсенал;Вест Бромвич;3;1;03.05.21;ВестБромвич;Вулверхэмптон;1;1;25.04.21;АстонВилла;Вест Бромвич;2;2;22.04.21;Лестер;Вест Бромвич;3;0;12.04.21;ВестБромвич;Саутгемптон;3;0;03.04.21;Челси;Вест Бромвич;2;5;13.03.21;КристалПэлас;Вест Бромвич;1;0;13.05.21;МанчестерЮнайтед;Ливерпуль;2;4;08.05.21;Ливерпуль;Саутгемптон;2;0;24.04.21;Ливерпуль;Ньюкасл;1;1;19.04.21;Лидс;Ливерпуль;1;1;10.04.21;Ливерпуль;Астон Вилла;2;1;03.04.21;Арсенал;Ливерпуль;0;3;15.03.21;Вулверхэмптон;Ливерпуль;0;1;Вест Бромвич;19;Вылет в Чемпионшип;35;5;11;19;32;68;39;38;27;26;17;0;0;Ливерпуль;5;Лига Европы;35;17;9;9;61;41;70;66;64;60;59;59;56
2020-2021;36-й тур;Тоттенхэм;Вулверхэмптон;2;0;Матч завершен 16 мая 2021;1хСтавка;1.53;4.58;6.29;2.39;1.60;Winline;1.57;4.40;5.49;2.24;1.67;Fonbet;1.55;4.30;6.25;2.00;1.80;Английская Премьер-лига 2020-2021;27.12.20;Вулверхэмптон;Тоттенхэм;1;1;Английская Премьер-лига 2019-2020;01.03.20;Тоттенхэм;Вулверхэмптон;2;3;Английская Премьер-лига 2019-2020;15.12.19;Вулверхэмптон;Тоттенхэм;1;2;Английская Премьер-лига 2018-2019;29.12.18;Тоттенхэм;Вулверхэмптон;1;3;Английская Премьер-лига 2018-2019;03.11.18;Вулверхэмптон;Тоттенхэм;2;3;08.05.21;Лидс;Тоттенхэм;3;1;02.05.21;Тоттенхэм;Шеффилд Юнайтед;4;0;21.04.21;Тоттенхэм;Саутгемптон;2;1;16.04.21;Эвертон;Тоттенхэм;2;2;11.04.21;Тоттенхэм;Манчестер Юнайтед;1;3;04.04.21;Ньюкасл;Тоттенхэм;2;2;21.03.21;АстонВилла;Тоттенхэм;0;2;09.05.21;Вулверхэмптон;Брайтон;2;1;03.05.21;ВестБромвич;Вулверхэмптон;1;1;25.04.21;Вулверхэмптон;Бернли;0;4;17.04.21;Вулверхэмптон;Шеффилд Юнайтед;1;0;09.04.21;Фулхэм;Вулверхэмптон;0;1;05.04.21;Вулверхэмптон;Вест Хэм;2;3;15.03.21;Вулверхэмптон;Ливерпуль;0;1;Тоттенхэм;7;Лига конференций;35;16;8;11;61;41;64;60;59;56;56;55;53;Вулверхэмптон;12;;35;12;9;14;35;47;55;53;49;45;44;43;39
2020-2021;36-й тур;Кристал Пэлас;Астон Вилла;3;2;Матч завершен 16 мая 2021;1хСтавка;3.30;3.58;2.23;2.15;1.78;Winline;3.03;3.46;2.29;2.04;1.78;Fonbet;3.10;3.50;2.25;1.95;1.85;Английская Премьер-лига 2020-2021;26.12.20;Астон Вилла;Кристал Пэлас;3;0;Английская Премьер-лига 2019-2020;12.07.20;Астон Вилла;Кристал Пэлас;2;0;Английская Премьер-лига 2019-2020;31.08.19;Кристал Пэлас;Астон Вилла;1;0;Английская Премьер-лига 2015-2016;12.01.16;Астон Вилла;Кристал Пэлас;1;0;Английская Премьер-лига 2015-2016;22.08.15;Кристал Пэлас;Астон Вилла;2;1;11.05.21;Саутгемптон;Кристал Пэлас;3;1;08.05.21;ШеффилдЮнайтед;Кристал Пэлас;0;2;01.05.21;КристалПэлас;Манчестер Сити;0;2;26.04.21;Лестер;Кристал Пэлас;2;1;10.04.21;КристалПэлас;Челси;1;4;05.04.21;Эвертон;Кристал Пэлас;1;1;13.03.21;КристалПэлас;Вест Бромвич;1;0;13.05.21;АстонВилла;Эвертон;0;0;09.05.21;АстонВилла;Манчестер Юнайтед;1;3;01.05.21;Эвертон;Астон Вилла;1;2;25.04.21;АстонВилла;Вест Бромвич;2;2;21.04.21;АстонВилла;Манчестер Сити;1;2;10.04.21;Ливерпуль;Астон Вилла;2;1;04.04.21;АстонВилла;Фулхэм;3;1;Кристал Пэлас;14;;35;11;8;16;37;59;49;45;43;41;39;39;38;Астон Вилла;11;;35;14;7;14;49;41;56;55;53;49;45;43;41
2020-2021;36-й тур;Брайтон;Вест Хэм;1;1;Матч завершен 15 мая 2021;1хСтавка;3.75;3.70;2.02;2.05;1.86;Winline;3.40;3.51;2.10;1.97;1.83;Fonbet;3.60;3.40;2.10;1.90;1.90;Английская Премьер-лига 2020-2021;27.12.20;Вест Хэм;Брайтон;2;2;Английская Премьер-лига 2019-2020;01.02.20;Вест Хэм;Брайтон;3;3;Английская Премьер-лига 2019-2020;17.08.19;Брайтон;Вест Хэм;1;1;Английская Премьер-лига 2018-2019;02.01.19;Вест Хэм;Брайтон;2;2;Английская Премьер-лига 2018-2019;05.10.18;Брайтон;Вест Хэм;1;0;09.05.21;Вулверхэмптон;Брайтон;2;1;01.05.21;Брайтон;Лидс;2;0;24.04.21;ШеффилдЮнайтед;Брайтон;1;0;20.04.21;Челси;Брайтон;0;0;12.04.21;Брайтон;Эвертон;0;0;04.04.21;МанчестерЮнайтед;Брайтон;2;1;20.03.21;Брайтон;Ньюкасл;3;0;09.05.21;ВестХэм;Эвертон;0;1;03.05.21;Бернли;Вест Хэм;1;2;24.04.21;ВестХэм;Челси;0;1;17.04.21;Ньюкасл;Вест Хэм;3;2;11.04.21;ВестХэм;Лестер;3;2;05.04.21;Вулверхэмптон;Вест Хэм;2;3;21.03.21;ВестХэм;Арсенал;3;3;Брайтон;17;;35;8;13;14;36;41;41;39;39;37;27;26;17;Вест Хэм;6;Лига Европы;35;17;7;11;55;45;66;64;60;58;56;56;55
2020-2021;36-й тур;Саутгемптон;Фулхэм;3;1;Матч завершен 15 мая 2021;1хСтавка;1.83;3.90;4.37;2.15;1.78;Winline;1.84;3.71;4.12;2.01;1.80;Fonbet;2.00;3.65;3.70;1.95;1.85;Английская Премьер-лига 2020-2021;26.12.20;Фулхэм;Саутгемптон;0;0;Кубок английской лиги 2019-2020;27.08.19;Фулхэм;Саутгемптон;0;1;Английская Премьер-лига 2018-2019;27.02.19;Саутгемптон;Фулхэм;2;0;Английская Премьер-лига 2018-2019;24.11.18;Фулхэм;Саутгемптон;3;2;Английская Премьер-лига 2013-2014;01.02.14;Фулхэм;Саутгемптон;0;3;11.05.21;Саутгемптон;Кристал Пэлас;3;1;08.05.21;Ливерпуль;Саутгемптон;2;0;30.04.21;Саутгемптон;Лестер;1;1;21.04.21;Тоттенхэм;Саутгемптон;2;1;12.04.21;ВестБромвич;Саутгемптон;3;0;04.04.21;Саутгемптон;Бернли;3;2;14.03.21;Саутгемптон;Брайтон;1;2;10.05.21;Фулхэм;Бернли;0;2;01.05.21;Челси;Фулхэм;2;0;18.04.21;Арсенал;Фулхэм;1;1;09.04.21;Фулхэм;Вулверхэмптон;0;1;04.04.21;АстонВилла;Фулхэм;3;1;19.03.21;Фулхэм;Лидс;1;2;13.03.21;Фулхэм;Манчестер Сити;0;3;Саутгемптон;14;;35;11;7;17;44;62;49;45;41;40;39;39;37;Фулхэм;18;Вылет в Чемпионшип;35;5;12;18;25;47;39;39;37;27;26;17;0
2020-2021;36-й тур;Бернли;Лидс;0;4;Матч завершен 15 мая 2021;1хСтавка;3.85;3.99;1.92;2.42;1.59;Winline;3.41;3.77;2.01;2.30;1.58;Fonbet;3.40;3.70;2.05;2.35;1.60;Английская Премьер-лига 2020-2021;27.12.20;Лидс;Бернли;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.05.21;Фулхэм;Бернли;0;2;03.05.21;Бернли;Вест Хэм;1;2;25.04.21;Вулверхэмптон;Бернли;0;4;18.04.21;МанчестерЮнайтед;Бернли;3;1;11.04.21;Бернли;Ньюкасл;1;2;04.04.21;Саутгемптон;Бернли;3;2;13.03.21;Эвертон;Бернли;1;2;08.05.21;Лидс;Тоттенхэм;3;1;01.05.21;Брайтон;Лидс;2;0;25.04.21;Лидс;Манчестер Юнайтед;0;0;19.04.21;Лидс;Ливерпуль;1;1;10.04.21;МанчестерСити;Лидс;1;2;03.04.21;Лидс;Шеффилд Юнайтед;2;1;19.03.21;Фулхэм;Лидс;1;2;Бернли;15;;35;10;9;16;33;47;45;41;40;39;39;37;27;Лидс;10;;35;15;5;15;53;53;56;56;55;50;49;45;41
2020-2021;36-й тур;Ньюкасл;Манчестер Сити;3;4;Матч завершен 14 мая 2021;1хСтавка;11.50;5.95;1.29;2.44;1.53;Winline;7.97;5.90;1.33;2.99;1.39;Fonbet;8.50;5.80;1.35;—;—;Английская Премьер-лига 2020-2021;26.12.20;Манчестер Сити;Ньюкасл;2;0;Английская Премьер-лига 2019-2020;08.07.20;Манчестер Сити;Ньюкасл;5;0;Кубок Англии 2019-2020;28.06.20;Ньюкасл;Манчестер Сити;0;2;Английская Премьер-лига 2019-2020;30.11.19;Ньюкасл;Манчестер Сити;2;2;Английская Премьер-лига 2018-2019;29.01.19;Ньюкасл;Манчестер Сити;2;1;07.05.21;Лестер;Ньюкасл;2;4;02.05.21;Ньюкасл;Арсенал;0;2;24.04.21;Ливерпуль;Ньюкасл;1;1;17.04.21;Ньюкасл;Вест Хэм;3;2;11.04.21;Бернли;Ньюкасл;1;2;04.04.21;Ньюкасл;Тоттенхэм;2;2;20.03.21;Брайтон;Ньюкасл;3;0;08.05.21;МанчестерСити;Челси;1;2;01.05.21;КристалПэлас;Манчестер Сити;0;2;21.04.21;АстонВилла;Манчестер Сити;1;2;10.04.21;МанчестерСити;Лидс;1;2;03.04.21;Лестер;Манчестер Сити;0;2;13.03.21;Фулхэм;Манчестер Сити;0;3;10.03.21;МанчестерСити;Саутгемптон;5;2;Ньюкасл;16;;35;10;9;16;40;58;41;40;39;39;37;27;26;Манчестер Сити;1;Лига Чемпионов;35;25;5;5;72;26;0;0;0;80;70;66;64
