Сезон;Тур;Хоязяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2020-2021;6-й тур;Гранада;Севилья;1;0;Матч завершен 17 октября 2020;1хСтавка;4.32;3.29;2.02;1.65;2.30;Winline;3.97;3.19;2.09;1.56;2.41;Fonbet;4.00;3.35;2.00;1.65;2.25;Ла Лига 2019-2020;25.01.20;Севилья;Гранада;2;0;Ла Лига 2019-2020;23.08.19;Гранада;Севилья;0;1;Ла Лига 2016-2017;21.04.17;Севилья;Гранада;2;0;Ла Лига 2016-2017;03.12.16;Гранада;Севилья;2;1;Ла Лига 2015-2016;08.05.16;Севилья;Гранада;1;4;04.10.20;Кадис;Гранада;1;1;27.09.20;АтлетикоМадрид;Гранада;6;1;20.09.20;Гранада;Алавес;2;1;12.09.20;Гранада;Атлетик Бильбао;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04.10.20;Барселона;Севилья;1;1;01.10.20;Севилья;Леванте;1;0;27.09.20;Кадис;Севилья;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Гранада;10;;4;2;1;1;6;8;7;7;7;7;6;5;5;Севилья;6;Лига Европы;3;2;1;0;5;2;8;8;0;7;0;0;0
2020-2021;5-й тур;Барселона;Севилья;1;1;Матч завершен 4 октября 2020;1хСтавка;1.63;4.33;5.37;2.69;1.49;Winline;1.66;4.39;4.92;2.64;1.50;Fonbet;1.65;4.35;5.25;2.40;1.57;Ла Лига 2019-2020;19.06.20;Севилья;Барселона;0;0;Ла Лига 2019-2020;06.10.19;Барселона;Севилья;4;0;Ла Лига 2018-2019;23.02.19;Севилья;Барселона;2;4;Кубок Испании 2018-2019;31.01.19;Барселона;Севилья;6;1;Кубок Испании 2018-2019;24.01.19;Севилья;Барселона;2;0;01.10.20;Сельта;Барселона;0;3;27.09.20;Барселона;Вильярреал;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.10.20;Севилья;Леванте;1;0;27.09.20;Кадис;Севилья;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Барселона;9;;2;2;0;0;7;0;7;7;7;6;6;6;5;Севилья;10;;2;2;0;0;4;1;7;7;0;6;0;5;5
2020-2021;5-й тур;Кадис;Гранада;1;1;Матч завершен 4 октября 2020;1хСтавка;3.33;2.94;2.56;1.41;3.01;Winline;3.14;2.76;2.68;1.37;3.01;Fonbet;3.15;2.85;2.60;—;—;Сегунда 2018-2019;26.05.19;Гранада;Кадис;1;1;Сегунда 2018-2019;11.01.19;Кадис;Гранада;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.10.20;АтлетикБильбао;Кадис;0;1;27.09.20;Кадис;Севилья;1;3;20.09.20;Уэска;Кадис;0;2;12.09.20;Кадис;Осасуна;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;АтлетикоМадрид;Гранада;6;1;20.09.20;Гранада;Алавес;2;1;12.09.20;Гранада;Атлетик Бильбао;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Кадис;10;;4;2;0;2;4;5;6;6;6;6;6;5;5;Гранада;11;;3;2;0;1;5;7;0;0;0;6;5;5;4
2020-2021;5-й тур;Леванте;Реал Мадрид;0;2;Матч завершен 4 октября 2020;1хСтавка;6.23;4.84;1.51;2.69;1.49;Winline;5.71;4.66;1.53;2.53;1.51;Fonbet;6.30;4.40;1.50;2.60;1.50;Ла Лига 2019-2020;22.02.20;Леванте;Реал Мадрид;1;0;Ла Лига 2019-2020;14.09.19;Реал Мадрид;Леванте;3;2;Ла Лига 2018-2019;24.02.19;Леванте;Реал Мадрид;1;2;Ла Лига 2018-2019;20.10.18;Реал Мадрид;Леванте;1;2;Ла Лига 2017-2018;03.02.18;Леванте;Реал Мадрид;2;2;01.10.20;Севилья;Леванте;1;0;27.09.20;Осасуна;Леванте;1;3;13.09.20;Валенсия;Леванте;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.09.20;РеалМадрид;Вальядолид;1;0;26.09.20;Бетис;Реал Мадрид;2;3;20.09.20;РеалСосьедад;Реал Мадрид;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Леванте;18;Вылет в Сегунду;3;1;0;2;5;6;4;4;4;3;3;2;0;Реал Мадрид;4;Лига Чемпионов;3;2;1;0;4;2;9;8;8;7;0;0;6
2020-2021;5-й тур;Алавес;Атлетик Бильбао;1;0;Матч завершен 4 октября 2020;1хСтавка;3.69;2.97;2.36;1.45;2.84;Winline;3.71;2.88;2.28;1.39;2.92;Fonbet;3.35;2.95;2.40;—;—;Ла Лига 2019-2020;23.02.20;Алавес;Атлетик Бильбао;2;1;Ла Лига 2019-2020;22.09.19;Атлетик Бильбао;Алавес;2;0;Ла Лига 2018-2019;27.04.19;Атлетик Бильбао;Алавес;1;1;Ла Лига 2018-2019;17.12.18;Алавес;Атлетик Бильбао;0;0;Ла Лига 2017-2018;12.05.18;Алавес;Атлетик Бильбао;3;1;30.09.20;Вильярреал;Алавес;3;1;26.09.20;Алавес;Хетафе;0;0;20.09.20;Гранада;Алавес;2;1;13.09.20;Алавес;Бетис;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.10.20;АтлетикБильбао;Кадис;0;1;27.09.20;Эйбар;Атлетик Бильбао;1;2;12.09.20;Гранада;Атлетик Бильбао;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Алавес;20;Вылет в Сегунду;4;0;1;3;2;6;3;3;2;1;0;0;0;Атлетик Бильбао;18;Вылет в Сегунду;3;1;0;2;2;4;4;4;0;3;2;1;0
2020-2021;5-й тур;Осасуна;Сельта;2;0;Матч завершен 4 октября 2020;1хСтавка;2.91;3.12;2.73;1.60;2.40;Winline;2.94;2.92;2.68;1.52;2.45;Fonbet;2.65;3.10;2.85;1.57;2.40;Ла Лига 2019-2020;11.07.20;Осасуна;Сельта;2;1;Ла Лига 2019-2020;05.01.20;Сельта;Осасуна;1;1;Ла Лига 2016-2017;19.02.17;Сельта;Осасуна;3;0;Ла Лига 2016-2017;18.09.16;Осасуна;Сельта;0;0;Ла Лига 2013-2014;03.05.14;Осасуна;Сельта;0;2;27.09.20;Осасуна;Леванте;1;3;19.09.20;Хетафе;Осасуна;1;0;12.09.20;Кадис;Осасуна;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.10.20;Сельта;Барселона;0;3;27.09.20;Вальядолид;Сельта;1;1;19.09.20;Сельта;Валенсия;2;1;12.09.20;Эйбар;Сельта;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Осасуна;17;;3;1;0;2;3;4;4;4;3;3;3;2;1;Сельта;12;;4;1;2;1;3;5;6;6;0;5;4;4;4
2020-2021;5-й тур;Валенсия;Бетис;0;2;Матч завершен 3 октября 2020;1хСтавка;3.16;3.47;2.35;2.15;1.78;Winline;3.05;3.51;2.31;2.08;1.77;Fonbet; 3.10;3.40;2.30;2.00;1.80;Ла Лига 2019-2020;29.02.20;Валенсия;Бетис;2;1;Ла Лига 2019-2020;23.11.19;Бетис;Валенсия;2;1;Ла Лига 2018-2019;21.04.19;Бетис;Валенсия;1;2;Кубок Испании 2018-2019;01.03.19;Валенсия;Бетис;1;0;Кубок Испании 2018-2019;08.02.19;Бетис;Валенсия;2;2;29.09.20;РеалСосьедад;Валенсия;0;1;26.09.20;Валенсия;Уэска;1;1;19.09.20;Сельта;Валенсия;2;1;13.09.20;Валенсия;Леванте;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.09.20;Хетафе;Бетис;3;0;26.09.20;Бетис;Реал Мадрид;2;3;20.09.20;Бетис;Вальядолид;2;0;13.09.20;Алавес;Бетис;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Валенсия;3;Лига Чемпионов;4;2;1;1;7;5;0;8;8;7;7;7;6;Бетис;8;;4;2;0;2;5;6;7;0;0;6;0;0;5
2020-2021;5-й тур;Реал Сосьедад;Хетафе;3;0;Матч завершен 3 октября 2020;1хСтавка;2.09;3.06;4.42;1.50;2.66;Winline;2.06;3.04;4.16;1.44;2.70;Fonbet;2.20;3.05;3.70;1.50;2.60;Ла Лига 2019-2020;29.06.20;Хетафе;Реал Сосьедад;2;1;Ла Лига 2019-2020;06.10.19;Реал Сосьедад;Хетафе;1;2;Ла Лига 2018-2019;28.04.19;Реал Сосьедад;Хетафе;2;1;Ла Лига 2018-2019;15.12.18;Хетафе;Реал Сосьедад;1;0;Ла Лига 2017-2018;17.03.18;Реал Сосьедад;Хетафе;1;2;29.09.20;РеалСосьедад;Валенсия;0;1;26.09.20;Эльче;Реал Сосьедад;0;3;20.09.20;РеалСосьедад;Реал Мадрид;0;0;13.09.20;Вальядолид;Реал Сосьедад;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.09.20;Хетафе;Бетис;3;0;26.09.20;Алавес;Хетафе;0;0;19.09.20;Хетафе;Осасуна;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Реал Сосьедад;11;;4;1;2;1;4;2;6;6;5;5;5;4;3;Хетафе;2;Лига Чемпионов;3;2;1;0;4;0;0;0;8;7;0;0;6
2020-2021;5-й тур;Эльче;Уэска;0;0;Матч завершен 3 октября 2020;1хСтавка;3.92;3.30;2.11;1.56;2.50;Winline;3.92;3.09;2.10;1.50;2.52;Fonbet;3.70;3.15;2.15;1.55;2.45;Сегунда 2019-2020;04.01.20;Эльче;Уэска;1;1;Сегунда 2019-2020;27.10.19;Уэска;Эльче;2;0;Сегунда 2016-2017;25.02.17;Эльче;Уэска;1;1;Сегунда 2016-2017;21.09.16;Уэска;Эльче;0;3;Сегунда 2015-2016;21.02.16;Эльче;Уэска;1;1;30.09.20;Эйбар;Эльче;0;1;26.09.20;Эльче;Реал Сосьедад;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.09.20;Уэска;Атлетико Мадрид;0;0;26.09.20;Валенсия;Уэска;1;1;20.09.20;Уэска;Кадис;0;2;13.09.20;Вильярреал;Уэска;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Эльче;18;Вылет в Сегунду;2;1;0;1;1;3;3;3;3;3;2;1;0;Уэска;16;;4;0;3;1;2;4;4;0;0;3;0;0;2
2020-2021;5-й тур;Атлетико Мадрид;Вильярреал;0;0;Матч завершен 3 октября 2020;1хСтавка;1.59;4.12;6.36;2.15;1.78;Winline;1.59;4.17;5.62;2.05;1.80;Fonbet;1.62;3.80;5.80;1.85;1.95;Ла Лига 2019-2020;23.02.20;Атлетико Мадрид;Вильярреал;3;1;Ла Лига 2019-2020;06.12.19;Вильярреал;Атлетико Мадрид;0;0;Ла Лига 2018-2019;24.02.19;Атлетико Мадрид;Вильярреал;2;0;Ла Лига 2018-2019;20.10.18;Вильярреал;Атлетико Мадрид;1;1;Ла Лига 2017-2018;18.03.18;Вильярреал;Атлетико Мадрид;2;1;30.09.20;Уэска;Атлетико Мадрид;0;0;27.09.20;АтлетикоМадрид;Гранада;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.09.20;Вильярреал;Алавес;3;1;27.09.20;Барселона;Вильярреал;4;0;19.09.20;Вильярреал;Эйбар;2;1;13.09.20;Вильярреал;Уэска;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Атлетико Мадрид;12;;2;1;1;0;6;1;6;5;5;4;4;3;3;Вильярреал;4;Лига Чемпионов;4;2;1;1;6;7;0;0;0;7;6;6;6
2020-2021;5-й тур;Вальядолид;Эйбар;1;2;Матч завершен 3 октября 2020;1хСтавка;2.06;3.10;4.47;1.45;2.84;Winline;2.03;2.98;4.41;1.39;2.91 ;Fonbet;2.10;3.10;4.00;1.55;2.45;Ла Лига 2019-2020;16.07.20;Эйбар;Вальядолид;3;1;Ла Лига 2019-2020;26.10.19;Вальядолид;Эйбар;2;0;Ла Лига 2018-2019;17.03.19;Эйбар;Вальядолид;1;2;Ла Лига 2018-2019;10.11.18;Вальядолид;Эйбар;0;0;0;0;0;0;0;0;30.09.20;РеалМадрид;Вальядолид;1;0;27.09.20;Вальядолид;Сельта;1;1;20.09.20;Бетис;Вальядолид;2;0;13.09.20;Вальядолид;Реал Сосьедад;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.09.20;Эйбар;Эльче;0;1;27.09.20;Эйбар;Атлетик Бильбао;1;2;19.09.20;Вильярреал;Эйбар;2;1;12.09.20;Эйбар;Сельта;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Вальядолид;18;Вылет в Сегунду;4;0;2;2;2;5;3;3;3;2;1;1;0;Эйбар;19;Вылет в Сегунду;4;0;1;3;2;5;3;3;2;1;0;0;0
2020-2021;4-й тур;Сельта;Барселона;0;3;Матч завершен 1 октября 2020;1хСтавка;6.76;4.92;1.47;2.69;1.49;Winline;6.43;4.89;1.46;2.55;1.50;Fonbet;5.80; 4.80;1.55;2.40;1.57;Ла Лига 2019-2020;27.06.20;Сельта;Барселона;2;2;Ла Лига 2019-2020;09.11.19;Барселона;Сельта;4;1;Ла Лига 2018-2019;04.05.19;Сельта;Барселона;2;0;Ла Лига 2018-2019;22.12.18;Барселона;Сельта;2;0;Ла Лига 2017-2018;17.04.18;Сельта;Барселона;2;2;27.09.20;Вальядолид;Сельта;1;1;19.09.20;Сельта;Валенсия;2;1;12.09.20;Эйбар;Сельта;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;Барселона;Вильярреал;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Сельта;10;;3;1;2;0;3;2;6;6;5;5;4;3;3;Барселона;12;;1;1;0;0;4;0;5;5;4;3;0;0;0
2020-2021;4-й тур;Атлетик Бильбао;Кадис;0;1;Матч завершен 1 октября 2020;1хСтавка;1.63;3.59;7.17;1.50;2.66;Winline;1.72;3.31;5.90;1.42;2.77;Fonbet;1.75;3.30;5.60;1.50;2.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;Эйбар;Атлетик Бильбао;1;2;12.09.20;Гранада;Атлетик Бильбао;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;Кадис;Севилья;1;3;20.09.20;Уэска;Кадис;0;2;12.09.20;Кадис;Осасуна;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Атлетик Бильбао;14;;2;1;0;1;2;3;3;3;3;3;3;3;3;Кадис;15;;3;1;0;2;3;5;0;0;0;3;0;0;2
2020-2021;4-й тур;Севилья;Леванте;1;0;Матч завершен 1 октября 2020;1хСтавка;1.51;4.62;6.62;2.55;1.54;Winline;1.50;4.66;6.15;2.39;1.57;Fonbet;1.55;4.10;6.10;2.25;1.65;Ла Лига 2019-2020;15.06.20;Леванте;Севилья;1;1;Кубок Испании 2019-2020;21.01.20;Севилья;Леванте;3;1;Ла Лига 2019-2020;20.10.19;Севилья;Леванте;1;0;Ла Лига 2018-2019;26.01.19;Севилья;Леванте;5;0;Ла Лига 2018-2019;23.09.18;Леванте;Севилья;2;6;27.09.20;Кадис;Севилья;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;Осасуна;Леванте;1;3;13.09.20;Валенсия;Леванте;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Севилья;11;;1;1;0;0;3;1;5;4;3;3;3;3;3;Леванте;12;;2;1;0;1;5;5;4;0;0;3;0;0;0
2020-2021;4-й тур;Реал Мадрид;Вальядолид;1;0;Матч завершен 30 сентября 2020;Winline;1.23;6.40;13.00;2.36;1.58;Fonbet;1.22;6.80;14.50;2.38;1.58;0;0;0;0;0;0;Ла Лига 2019-2020;26.01.20;Вальядолид;Реал Мадрид;0;1;Ла Лига 2019-2020;24.08.19;Реал Мадрид;Вальядолид;1;1;Ла Лига 2018-2019;10.03.19;Вальядолид;Реал Мадрид;1;4;Ла Лига 2018-2019;03.11.18;Реал Мадрид;Вальядолид;2;0;Ла Лига 2013-2014;07.05.14;Вальядолид;Реал Мадрид;1;1;26.09.20;Бетис;Реал Мадрид;2;3;20.09.20;РеалСосьедад;Реал Мадрид;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;Вальядолид;Сельта;1;1;20.09.20;Бетис;Вальядолид;2;0;13.09.20;Вальядолид;Реал Сосьедад;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Реал Мадрид;9;;2;1;1;0;3;2;5;5;4;4;3;3;3;Вальядолид;17;;3;0;2;1;2;4;3;3;3;2;1;1;0
2020-2021;4-й тур;Эйбар;Эльче;0;1;Матч завершен 30 сентября 2020;Winline;1.68;3.53;5.67;1.56;2.37;Fonbet;1.75;3.70;5.00;1.58;2.38;0;0;0;0;0;0;Ла Лига 2014-2015;16.02.15;Эйбар;Эльче;0;1;Ла Лига 2014-2015;19.09.14;Эльче;Эйбар;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;Эйбар;Атлетик Бильбао;1;2;19.09.20;Вильярреал;Эйбар;2;1;12.09.20;Эйбар;Сельта;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.09.20;Эльче;Реал Сосьедад;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Эйбар;18;Вылет в Сегунду;3;0;1;2;2;4;3;3;2;1;1;0;0;Эльче;20;Вылет в Сегунду;1;0;0;1;0;3;2;1;1;0;0;0;0
2020-2021;4-й тур;Вильярреал;Алавес;3;1;Матч завершен 30 сентября 2020;Winline;1.51;4.22;6.47;1.95;1.85;Fonbet;1.47;4.40;7.50;1.88;1.92;0;0;0;0;0;0;Ла Лига 2019-2020;25.01.20;Алавес;Вильярреал;1;2;Ла Лига 2019-2020;25.10.19;Вильярреал;Алавес;4;1;Ла Лига 2018-2019;02.03.19;Вильярреал;Алавес;1;2;Ла Лига 2018-2019;28.10.18;Алавес;Вильярреал;2;1;Ла Лига 2017-2018;10.02.18;Вильярреал;Алавес;1;2;27.09.20;Барселона;Вильярреал;4;0;19.09.20;Вильярреал;Эйбар;2;1;13.09.20;Вильярреал;Уэска;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.09.20;Алавес;Хетафе;0;0;20.09.20;Гранада;Алавес;2;1;13.09.20;Алавес;Бетис;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Вильярреал;8;;3;1;1;1;3;6;5;5;4;4;3;3;3;Алавес;19;Вылет в Сегунду;3;0;1;2;1;3;2;2;0;1;0;0;0
2020-2021;4-й тур;Уэска;Атлетико Мадрид;0;0;Матч завершен 30 сентября 2020;Winline;6.85;3.96;1.55;1.66;2.22;Fonbet;7.60;4.00;1.51;1.74;2.10;0;0;0;0;0;0;Ла Лига 2018-2019;19.01.19;Уэска;Атлетико Мадрид;0;3;Ла Лига 2018-2019;25.09.18;Атлетико Мадрид;Уэска;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.09.20;Валенсия;Уэска;1;1;20.09.20;Уэска;Кадис;0;2;13.09.20;Вильярреал;Уэска;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.09.20;АтлетикоМадрид;Гранада;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Уэска;16;;3;0;2;1;2;4;3;3;3;2;2;1;1;Атлетико Мадрид;9;;1;1;0;0;6;1;5;4;4;3;0;0;0
2020-2021;4-й тур;Хетафе;Бетис;3;0;Матч завершен 29 сентября 2020;1хСтавка;2.58;3.04;3.22;1.53;2.67;Winline;2.47;2.94;3.22;1.48;2.59;Fonbet;2.50;3.02;3.20;1.50;2.60;Ла Лига 2019-2020;26.01.20;Хетафе;Бетис;1;0;Ла Лига 2019-2020;15.09.19;Бетис;Хетафе;1;1;Ла Лига 2018-2019;03.03.19;Бетис;Хетафе;1;2;Ла Лига 2018-2019;28.10.18;Хетафе;Бетис;2;0;Ла Лига 2017-2018;02.04.18;Хетафе;Бетис;0;1;26.09.20;Алавес;Хетафе;0;0;19.09.20;Хетафе;Осасуна;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.09.20;Бетис;Реал Мадрид;2;3;20.09.20;Бетис;Вальядолид;2;0;13.09.20;Алавес;Бетис;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Хетафе;7;Лига конференций;2;1;1;0;1;0;5;5;4;4;4;3;3;Бетис;2;Лига Чемпионов;3;2;0;1;5;3;0;0;7;6;0;5;5
2020-2021;4-й тур;Реал Сосьедад;Валенсия;0;1;Матч завершен 29 сентября 2020;1хСтавка;1.54;4.42;6.70;2.15;1.78;Winline;1.52;4.44;6.23;2.18;1.71;Fonbet;1.55;4.35;6.00;2.03;1.78;Ла Лига 2019-2020;22.02.20;Реал Сосьедад;Валенсия;3;0;Ла Лига 2019-2020;17.08.19;Валенсия;Реал Сосьедад;1;1;Ла Лига 2018-2019;10.02.19;Валенсия;Реал Сосьедад;0;0;Ла Лига 2018-2019;29.09.18;Реал Сосьедад;Валенсия;0;1;Ла Лига 2017-2018;25.02.18;Валенсия;Реал Сосьедад;2;1;26.09.20;Эльче;Реал Сосьедад;0;3;20.09.20;РеалСосьедад;Реал Мадрид;0;0;13.09.20;Вальядолид;Реал Сосьедад;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.09.20;Валенсия;Уэска;1;1;19.09.20;Сельта;Валенсия;2;1;13.09.20;Валенсия;Леванте;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Реал Сосьедад;3;Лига Чемпионов;3;1;2;0;4;1;0;6;6;5;5;4;4;Валенсия;5;Лига Европы;3;1;1;1;6;5;6;5;5;4;0;0;0
2020-2021;3-й тур;Барселона;Вильярреал;4;0;Матч завершен 27 сентября 2020;1хСтавка;1.49;4.81;6.60;3.23;1.36;Winline;1.54;4.89;5.26;3.09;1.37;Fonbet;1.51;4.95;6.00;—;—;Ла Лига 2019-2020;05.07.20;Вильярреал;Барселона;1;4;Ла Лига 2019-2020;24.09.19;Барселона;Вильярреал;2;1;Ла Лига 2018-2019;02.04.19;Вильярреал;Барселона;4;4;Ла Лига 2018-2019;02.12.18;Барселона;Вильярреал;2;0;Ла Лига 2017-2018;09.05.18;Барселона;Вильярреал;5;1;19.09.20;Вильярреал;Эйбар;2;1;13.09.20;Вильярреал;Уэска;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Барселона;19;Вылет в Сегунду;0;0;0;0;0;0;2;1;1;0;0;0;0;Вильярреал;6;Лига Европы;2;1;1;0;3;2;5;5;0;4;0;0;3
2020-2021;3-й тур;Вальядолид;Сельта;1;1;Матч завершен 27 сентября 2020;1хСтавка;3.35;2.98;2.52;1.50;2.66;Winline;3.42;2.87;2.41;1.43;2.76;Fonbet;3.00;2.95;2.70;—;—;Ла Лига 2019-2020;17.06.20;Вальядолид;Сельта;0;0;Ла Лига 2019-2020;29.11.19;Сельта;Вальядолид;0;0;Ла Лига 2018-2019;27.01.19;Вальядолид;Сельта;2;1;Ла Лига 2018-2019;22.09.18;Сельта;Вальядолид;3;3;Ла Лига 2013-2014;29.04.14;Сельта;Вальядолид;4;1;20.09.20;Бетис;Вальядолид;2;0;13.09.20;Вальядолид;Реал Сосьедад;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.09.20;Сельта;Валенсия;2;1;12.09.20;Эйбар;Сельта;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Вальядолид;17;;2;0;1;1;1;3;2;1;1;1;0;0;0;Сельта;7;Лига конференций;2;1;1;0;2;1;0;0;0;4;0;3;3
